"","unique.cellid","unique.tissueid","CGP.cellid","CCLE.cellid","GSK.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","GDSC_rnaseq.cellid","CCLE_exome.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","GDSC1000.cellid","NCI60.cellid","PRISM.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Cescon.cellid","Ben_Neel.tissueid","COSMIC.tissueid","CTRPv2.tissueid","gCSI.tissueid","GDSC1000.tissueid","Cleveland.cellid","Cleveland.tissueid","FIMM.cellid","FIMM.tissueid","NCI60.tissueid","PRISM.tissueid","Cellosaurus.Accession.id","PharmacoDB.id","GDSC_Exome.cellid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","CellLine.Type","Metastatic","DepMap.cellid","MITMel.cellid","MITMel.tissueid","VISAGE.cellid","VISAGE.tissueid"
"1151","MM386","Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2607","MM38611522021_",NA,NA,NA,NA,NA,"ACH-001568",NA,NA,NA,NA
"1152","MM415","Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2608","MM41511532021_",NA,NA,NA,NA,NA,"ACH-001569",NA,NA,NA,NA
"1153","MM426","Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2609","MM42611542021_",NA,NA,NA,NA,NA,"ACH-001570",NA,NA,NA,NA
"1154","MM485","Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2610","MM48511552021_",NA,NA,NA,NA,NA,"ACH-001973",NA,NA,NA,NA
"1155","MMAc-SF","Skin","MMAC-SF",NA,NA,NA,NA,NA,"MMAC-SF","MMAC-SF",NA,NA,"MMAC-SF///MMAc-SF",NA,NA,NA,"MMAC-SF",NA,NA,"skin",NA,NA,NA,NA,NA,"Skin",NA,"skin",NA,NA,"skin",NA,NA,"skin",NA,NA,NA,NA,NA,NA,"CVCL_1420","MMACSF_945_2019","MMAC-SF","skin","Melanoma","Cancer cell line",NA,"ACH-002162",NA,NA,NA,NA
"1156","MN-60","Lymphoid","MN-60",NA,NA,NA,NA,NA,"MN-60","MN-60",NA,NA,"MN-60",NA,NA,NA,"MN-60",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,"blood",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_1421","MN60_946_2019","MN-60","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","Cancer cell line",NA,"ACH-002275",NA,NA,NA,NA
"1157","MOG-G-CCM","CNS/Brain","MOG-G-CCM","MOG-G-CCM",NA,NA,NA,NA,"MOG-G-CCM","MOG-G-CCM",NA,NA,"MOG-G-CCM",NA,NA,NA,"MOG-G-CCM",NA,NA,"central_nervous_system","central_nervous_system",NA,NA,NA,NA,"central_nervous_system",NA,NA,NA,NA,"central_nervous_system",NA,NA,"central_nervous_system",NA,NA,NA,NA,NA,NA,"CVCL_2613","MOGGCCM_948_2019","MOG-G-CCM","central_nervous_system","Anaplastic astrocytoma","Cancer cell line",NA,"ACH-001125",NA,NA,NA,NA
"1158","MOG-G-UVW","CNS/Brain","MOG-G-UVW","MOG-G-UVW",NA,NA,NA,NA,"MOG-G-UVW","MOG-G-UVW",NA,NA,"MOG-G-UVW",NA,NA,NA,"MOG-G-UVW",NA,NA,"central_nervous_system","central_nervous_system",NA,NA,NA,NA,"central_nervous_system",NA,NA,NA,NA,"central_nervous_system",NA,NA,"central_nervous_system",NA,NA,NA,NA,NA,NA,"CVCL_2614","MOGGUVW_949_2019","MOG-G-UVW","central_nervous_system","Anaplastic astrocytoma","Cancer cell line",NA,"ACH-001126",NA,NA,NA,NA
"1159","MOLM-1","Myeloid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2118","MOLM-111602021_",NA,NA,NA,NA,NA,"ACH-001573",NA,NA,NA,NA
"1160","MOLM-13","Myeloid",NA,"MOLM-13",NA,NA,NA,NA,"MOLM-13",NA,"MOLM-13","MOLM-13","MOLM-13",NA,"MOLM13","MOLM-13","MOLM-13",NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,"Blood","haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_2119","MOLM13_950_2019","MOLM-13","haematopoietic_and_lymphoid_tissue","Adult acute myeloid leukemia","Cancer cell line",NA,"ACH-000362",NA,NA,NA,NA
"1161","MOLM-14","Lymphoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_7916","MOLM-1411622021_",NA,NA,NA,NA,NA,"ACH-001574",NA,NA,NA,NA
"1162","MOLM-16","Myeloid",NA,"MOLM-16",NA,NA,"MOLM-16","MOLM16","MOLM-16",NA,"MOLM-16","MOLM-16","MOLM-16",NA,"MOLM16","MOLM-16","MOLM-16",NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,"Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_2120","MOLM16_951_2019","MOLM-16","haematopoietic_and_lymphoid_tissue","Adult acute myeloid leukemia","Cancer cell line",NA,"ACH-000369",NA,NA,NA,NA
"1163","MOLM-6","Myeloid",NA,"MOLM-6",NA,NA,NA,NA,NA,NA,"MOLM-6","MOLM-6",NA,NA,"MOLM6",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2122","MOLM6_952_2019",NA,"haematopoietic_and_lymphoid_tissue","Chronic myelogenous leukemia, BCR-ABL1 positive","Cancer cell line",NA,"ACH-000321",NA,NA,NA,NA
"1164","MOLP-2","Lymphoid",NA,"MOLP-2",NA,NA,"MOLP-2",NA,NA,NA,"MOLP-2","MOLP-2",NA,NA,"MOLP2","MOLP-2",NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,"Blood",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2123","MOLP2_953_2019",NA,"haematopoietic_and_lymphoid_tissue","Plasma cell myeloma","Cancer cell line",NA,"ACH-000453",NA,NA,NA,NA
"1165","MOLP-8","Lymphoid",NA,"MOLP-8",NA,NA,"MOLP-8",NA,"MOLP-8",NA,"MOLP-8","MOLP-8","MOLP-8",NA,"MOLP8","MOLP-8","MOLP-8",NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,"Blood",NA,"Blood","haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue","Blood","haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_2124","MOLP8_954_2019","MOLP-8","haematopoietic_and_lymphoid_tissue","Plasma cell myeloma","Cancer cell line",NA,"ACH-000745",NA,NA,NA,NA
"1166","MOLT-13","Lymphoid","MOLT-13","MOLT-13",NA,NA,NA,NA,"MOLT-13",NA,"MOLT-13","MOLT-13","MOLT-13",NA,"MOLT13",NA,"MOLT-13",NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,"Blood","haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_1422","MOLT13_955_2019","MOLT-13","haematopoietic_and_lymphoid_tissue","Childhood T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000795",NA,NA,NA,NA
"1167","MOLT-16","Lymphoid","MOLT-16","MOLT-16","MOLT16",NA,NA,NA,"MOLT-16",NA,"MOLT-16","MOLT-16","MOLT-16",NA,"MOLT16",NA,"MOLT-16",NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system",NA,NA,NA,"Blood","haematopoietic_and_lymphoid_tissue","blood",NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_1424","MOLT16_956_2019","MOLT-16","haematopoietic_and_lymphoid_tissue","Childhood T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000918",NA,NA,NA,NA
"1168","MOLT-3","Lymphoid",NA,"MOLT-3",NA,NA,NA,NA,NA,NA,"MOLT-3","MOLT-3",NA,NA,"MOLT3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_0624","MOLT3_957_2019",NA,"haematopoietic_and_lymphoid_tissue","Adult T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000964",NA,NA,NA,NA
"1169","MOLT-4","Lymphoid","MOLT-4","MOLT-4","MOLT4",NA,NA,NA,"MOLT-4","MOLT-4",NA,NA,"MOLT-4",NA,NA,NA,"MOLT-4","MOLT-4///LE.MOLT.4",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system",NA,NA,NA,"Blood",NA,"blood",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,"Leukemia",NA,"CVCL_0013","MOLT4_958_2019","MOLT-4","haematopoietic_and_lymphoid_tissue","Adult T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-001127",NA,NA,NA,NA
"1170","MON","Other",NA,"MON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MON_SOFT_TISSUE",NA,"soft_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rhabdoid","CVCL_M846","MON11712021_",NA,"soft_tissue",NA,"Cancer cell line",NA,"ACH-001128",NA,NA,NA,NA
"1171","MOR","Lung",NA,NA,NA,NA,"MOR",NA,NA,NA,NA,NA,NA,NA,NA,"MOR",NA,NA,NA,NA,NA,NA,NA,"Lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2618","MOR_961_2019",NA,"lung","Lung adenocarcinoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"1172","MOR/CPR","Lung",NA,"MOR/CPR",NA,NA,NA,NA,NA,NA,"MOR_CPR","MOR_CPR",NA,NA,"MORCPR",NA,NA,NA,NA,NA,"lung",NA,NA,NA,NA,NA,"lung",NA,NA,NA,NA,"lung",NA,NA,"MORCPR","lung",NA,NA,NA,NA,"CVCL_2620","MOR/CPR_962_2019",NA,"lung","Lung adenocarcinoma","Cancer cell line",NA,"ACH-000851",NA,NA,NA,NA
"1173","MOTN-1","Lymphoid",NA,"MOTN-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOTN1",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2127","MOTN1_963_2019",NA,"haematopoietic_and_lymphoid_tissue","T-cell large granular lymphocyte leukemia","Cancer cell line",NA,"ACH-001130",NA,NA,NA,NA
"1174","MP46","Eye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_4D13","MP4611752021_",NA,NA,NA,NA,NA,"ACH-002011",NA,NA,NA,NA
"1175","MPP 89","Pleura","MPP-89","MPP 89",NA,NA,NA,NA,"MPP-89",NA,"MPP_89","MPP_89","MPP-89",NA,"MPP89",NA,"MPP-89",NA,"MPP89_PLEURA","pleura","pleura",NA,NA,NA,NA,"Lung","pleura","lung",NA,NA,"pleura","pleura",NA,"pleura","MPP89","pleura",NA,NA,NA,"mesothelioma","CVCL_1427","MPP89_964_2019","MPP-89","pleura","Pleural epithelioid mesothelioma","Cancer cell line",NA,"ACH-000319",NA,NA,NA,NA
"1176","MRK-nu-1","Breast","MRK-nu-1",NA,NA,NA,NA,NA,"MRK-nu-1","MRK-nu-1",NA,NA,"MRK-nu-1",NA,NA,NA,"MRK-nu-1",NA,NA,"breast",NA,NA,NA,NA,NA,"Breast",NA,"breast",NA,NA,"breast",NA,NA,"breast",NA,NA,NA,NA,NA,NA,"CVCL_1428","MRKnu1_965_2019","MRK-nu-1","breast","Breast carcinoma","Cancer cell line",TRUE,"ACH-002163",NA,NA,NA,NA
"1177","MS-1 [Human Merkel cell carcinoma]","Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_E995","MS-1 [Human Merkel cell carcinoma]11782021_",NA,NA,NA,NA,NA,"ACH-001131",NA,NA,NA,NA
"1178","MS-1 [Human lung carcinoma]","Lung","MS-1",NA,NA,NA,NA,NA,"MS-1","MS-1",NA,NA,"MS-1",NA,NA,NA,"MS-1",NA,NA,"lung",NA,NA,NA,NA,NA,"Lung",NA,NA,NA,NA,"lung",NA,NA,"lung",NA,NA,NA,NA,NA,NA,"CVCL_1429","MS1_966_2019","MS-1","lung","Small cell lung carcinoma","Cancer cell line",TRUE,"ACH-001958",NA,NA,NA,NA
"1179","MS751","Cervix",NA,NA,NA,NA,"MS751",NA,"MS751","MS751",NA,NA,"MS751",NA,NA,"MS751","MS751",NA,NA,NA,NA,NA,NA,"Cervix",NA,"Cervix",NA,NA,NA,NA,"cervix",NA,NA,"cervix",NA,NA,NA,NA,NA,NA,"CVCL_4996","MS751_967_2019","MS751","cervix","Human papillomavirus-related cervical squamous cell carcinoma","Cancer cell line",TRUE,"ACH-001360",NA,NA,NA,NA
"1180","MSTO-211H","Pleura","MSTO-211H","MSTO-211H",NA,NA,NA,"MSTO211H","MSTO-211H",NA,"MSTO-211H","MSTO-211H","MSTO-211H",NA,"MSTO211H",NA,"MSTO-211H",NA,"MSTO211H_PLEURA","pleura","pleura",NA,NA,NA,"PLEURA","pleura","pleura","lung",NA,NA,"pleura","pleura",NA,"pleura",NA,NA,NA,NA,NA,"mesothelioma","CVCL_1430","MSTO211H_968_2019","MSTO-211H","pleura","Pleural biphasic mesothelioma","Cancer cell line",NA,"ACH-000335",NA,NA,NA,NA
"1181","MT-3 [Human contaminated breast cancer]","Bowel",NA,NA,"MT3","MT3","MT-3",NA,NA,NA,NA,NA,NA,NA,NA,"MT3",NA,NA,NA,NA,NA,"breast","breast","Breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2129","MT3_969_2019",NA,"breast","Colon adenocarcinoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"1182","MTA","Lymphoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_3032","MTA11832021_",NA,NA,NA,NA,NA,"ACH-001132",NA,NA,NA,NA
"1183","MUG-Chor1","Bone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_9277","MUG-Chor111842021_",NA,NA,NA,NA,NA,"ACH-001956",NA,NA,NA,NA
"1184","MUTZ-1","Lymphoid","MUTZ-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MUTZ-111852021_",NA,"haematopoietic_and_lymphoid_tissue","Epstein-Barr virus-related Burkitt lymphoma",NA,NA,NA,NA,NA,NA,NA
"1185","MUTZ-3","Lymphoid",NA,"MUTZ-3",NA,NA,NA,NA,NA,NA,"MUTZ-3","MUTZ-3",NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_1433","MUTZ3_970_2019",NA,"haematopoietic_and_lymphoid_tissue","Acute myeloid leukemia with inv(3) (q21.3","Cancer cell line",NA,"ACH-000084",NA,NA,NA,NA
"1186","MUTZ-5","Lymphoid",NA,"MUTZ-5",NA,NA,NA,NA,NA,NA,"MUTZ-5","MUTZ-5",NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_1873","MUTZ5_971_2019",NA,"haematopoietic_and_lymphoid_tissue","B acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-000492",NA,NA,NA,NA
"1187","MUTZ-8","Myeloid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_2130","MUTZ-811882021_",NA,NA,NA,NA,NA,"ACH-001577",NA,NA,NA,NA
"1188","MV-522","Bowel",NA,NA,"MV522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MV-52211892021_",NA,"lung","Colon adenocarcinoma",NA,NA,NA,NA,NA,NA,NA
"1189","MV4-11","Myeloid","MV-4-11","MV-4-11","MV411",NA,"MV-4-11",NA,"MV-4-11",NA,"MV-4-11","MV-4-11","MV-4-11",NA,"MV411","MV-4-11","MV-4-11",NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system",NA,"Blood",NA,"Blood","haematopoietic_and_lymphoid_tissue","blood",NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood","haematopoietic_and_lymphoid_tissue",NA,NA,"MV411","blood",NA,NA,"CVCL_0064","MV411_972_2019","MV-4-11","haematopoietic_and_lymphoid_tissue","Childhood acute monocytic leukemia","Cancer cell line",NA,"ACH-000045",NA,NA,NA,NA
"1190","MX-1","Breast",NA,NA,"MX1","MX1","MX-1",NA,NA,NA,NA,NA,NA,"mx1",NA,"MX-1",NA,NA,NA,NA,NA,"breast","breast","Breast",NA,NA,NA,NA,"MX1","breast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_4774","MX1_973_2019",NA,"breast","Breast carcinoma","Cancer cell line",NA,"ACH-002328",NA,NA,NA,NA
"1191","MY-M12","Other",NA,NA,NA,NA,NA,NA,NA,"MY-M12",NA,NA,"MY-M12",NA,NA,NA,"MY-M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,NA,NA,NA,"CVCL_3035","MYM12_974_2019","MY-M12","haematopoietic_and_lymphoid_tissue","Acute biphenotypic leukemia","Cancer cell line",NA,"ACH-002276",NA,NA,NA,NA
"1192","MYLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYLA11932021_",NA,NA,NA,NA,NA,"ACH-001134",NA,NA,NA,NA
"1193","MZ-1-EBV-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_VU73","MZ-1-EBV-B11942021_",NA,NA,NA,NA,NA,"ACH-002360",NA,NA,NA,NA
"1194","MZ-7-EBV-B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_VU72","MZ-7-EBV-B11952021_",NA,NA,NA,NA,NA,"ACH-002361",NA,NA,NA,NA
"1195","MZ-MEL-2","Skin","MZ2-MEL",NA,NA,NA,NA,NA,"MZ2-MEL","MZ2-MEL",NA,NA,"MZ2-MEL",NA,NA,NA,"MZ2-MEL",NA,NA,"skin",NA,NA,NA,NA,NA,"Skin",NA,"skin",NA,NA,"skin",NA,NA,"skin",NA,NA,NA,NA,NA,NA,"CVCL_1435","MZ2MEL_976_2019","MZ2-MEL","skin","Melanoma","Cancer cell line",NA,"ACH-002165","MZ2-MEL","Skin",NA,NA
"1196","MZ-MEL-7","Skin","MZ7-mel",NA,NA,NA,NA,NA,"MZ7-mel","MZ7-mel",NA,NA,"MZ7-mel",NA,NA,NA,"MZ7-mel",NA,NA,"skin",NA,NA,NA,NA,NA,"Skin",NA,"skin",NA,NA,"skin",NA,NA,"skin",NA,NA,NA,NA,NA,NA,"CVCL_1436","MZ7mel_977_2019","MZ7-mel","skin","Melanoma","Cancer cell line",TRUE,"ACH-002166",NA,NA,NA,NA
"1197","MZ-PC-1","Pancreas","MZ1-PC",NA,NA,NA,NA,NA,"MZ1-PC","MZ1-PC",NA,NA,"MZ1-PC",NA,NA,NA,"MZ1-PC",NA,NA,"pancreas",NA,NA,NA,NA,NA,"Pancreas",NA,"pancreas",NA,NA,"pancreas",NA,NA,"pancreas",NA,NA,NA,NA,NA,NA,"CVCL_1434","MZ1PC_975_2019","MZ1-PC","pancreas","Pancreatic ductal adenocarcinoma","Cancer cell line",TRUE,"ACH-002164",NA,NA,NA,NA
"1198","Mac-2A","Lymphoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_H637","Mac-2A11992021_",NA,NA,NA,NA,NA,"ACH-001119",NA,NA,NA,NA
"1199","Malme-3M","Skin","Malme-3M","Malme-3M","MALME3M",NA,NA,NA,NA,NA,"Malme-3M","Malme-3M",NA,NA,"MALME3M","Malme-3M",NA,"MALME-3M///ME.MALME.3M","MALME3M_SKIN","haematopoietic_and_lymphoid_tissue","skin","skin",NA,NA,NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA,"haematopoietic_and_lymphoid_tissue","skin","Skin",NA,NA,NA,NA,NA,"Melanoma","skin","CVCL_1438","Malme3M_882_2019",NA,"haematopoietic_and_lymphoid_tissue","Melanoma","Cancer cell line",TRUE,"ACH-000477",NA,NA,NA,NA
"1200","Mar Bel","Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mar-Bel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fibroblast",NA,"CVCL_G291","Mar Bel12012021_",NA,NA,NA,"Finite cell line",NA,NA,NA,NA,NA,NA
"1201","MeWo","Skin","Mewo","MeWo",NA,NA,"MeWo",NA,"Mewo",NA,"MeWo","MeWo","Mewo",NA,"MEWO","MeWo","Mewo",NA,"MEWO_SKIN","skin","skin",NA,NA,"Skin",NA,"Skin","skin","skin",NA,NA,"skin","skin","Skin","skin","MEWO","skin",NA,NA,NA,"skin","CVCL_0445","Mewo_918_2019","Mewo","skin","Cutaneous melanoma","Cancer cell line",TRUE,"ACH-000987","MeWo","Skin",NA,NA
"1202","Mel 928","Skin",NA,NA,NA,NA,"928 mel",NA,NA,NA,NA,NA,NA,NA,NA,"928 mel",NA,NA,NA,NA,NA,NA,NA,"Skin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CVCL_C694","928mel_33_2019",NA,"skin","Melanoma","Cancer cell line",NA,NA,NA,NA,NA,NA
"1203","Mel Ho","Skin","MEL-HO","MEL-HO",NA,NA,"MEL-HO",NA,"MEL-HO",NA,"MEL-HO","MEL-HO","MEL-HO",NA,"MELHO","MEL-HO","MEL-HO",NA,"MELHO_SKIN","skin","skin",NA,NA,"Skin",NA,"Skin","skin","skin",NA,NA,"skin","skin","Skin","skin","MELHO","skin",NA,NA,NA,"skin","CVCL_1402","MELHO_914_2019","MEL-HO","skin","Melanoma","Cancer cell line",NA,"ACH-000450","MEL-HO","Skin",NA,NA
"1204","Mel JuSo","Skin","MEL-JUSO","MEL-JUSO",NA,NA,NA,NA,"MEL-JUSO",NA,"MEL-JUSO","MEL-JUSO","MEL-JUSO",NA,"MELJUSO","MEL-JUSO","MEL-JUSO",NA,"MELJUSO_SKIN","skin","skin",NA,NA,NA,NA,"Skin","skin","skin",NA,NA,"skin","skin","Skin","skin",NA,NA,NA,NA,NA,"skin","CVCL_1403","MELJUSO_915_2019","MEL-JUSO","skin","Cutaneous melanoma","Cancer cell line",NA,"ACH-000881",NA,NA,NA,NA
